student_id,teacher_id,rating,lesson_completed,timestamp
s0806,t0094,4.5,True,2024-11-19 17:28:44.974889
s0812,t0157,4.2,True,2025-09-07 17:28:44.990514
s0623,t0187,4.2,True,2025-05-03 17:28:45.006138
s0217,t0021,3.7,True,2024-12-02 17:28:45.021765
s0333,t0065,3.6,False,2025-02-23 17:28:45.037391
s0407,t0006,3.8,False,2025-08-11 17:28:45.053017
s0340,t0051,4.7,True,2025-08-30 17:28:45.068640
s0623,t0166,3.5,True,2025-04-27 17:28:45.084268
s0949,t0060,3.8,True,2025-02-15 17:28:45.099894
s0430,t0184,3.4,True,2025-02-16 17:28:45.115530
s0510,t0132,3.0,False,2025-01-26 17:28:45.131140
s0249,t0046,3.5,True,2025-08-19 17:28:45.146770
s0973,t0150,3.4,True,2024-11-01 17:28:45.162401
s0024,t0104,3.4,True,2025-07-31 17:28:45.178016
s0168,t0075,4.3,True,2025-04-20 17:28:45.193645
s0585,t0054,3.6,True,2025-09-10 17:28:45.209266
s0643,t0043,4.2,True,2025-02-25 17:28:45.224900
s0541,t0136,4.3,True,2024-10-04 17:28:45.256159
s0756,t0115,4.0,False,2025-07-08 17:28:45.271787
s0831,t0147,4.2,False,2025-07-10 17:28:45.287399
s0222,t0126,3.5,True,2025-04-06 17:28:45.320075
s0391,t0194,4.0,True,2025-09-12 17:28:45.334859
s0249,t0070,3.8,True,2025-01-22 17:28:45.344379
s0209,t0191,3.6,True,2025-08-12 17:28:45.360002
s0389,t0137,4.4,False,2025-03-16 17:28:45.375627
s0029,t0070,3.2,True,2024-09-19 17:28:45.391251
s0272,t0136,3.5,True,2025-08-24 17:28:45.413054
s0867,t0085,4.3,True,2025-04-27 17:28:45.428686
s0533,t0063,4.3,True,2025-08-01 17:28:45.444307
s0678,t0049,3.7,False,2025-04-18 17:28:45.459939
s0827,t0038,4.0,False,2025-05-02 17:28:45.475558
s0869,t0089,3.4,True,2025-05-17 17:28:45.491183
s0179,t0100,4.0,True,2025-02-02 17:28:45.522433
s0392,t0110,3.3,True,2024-10-07 17:28:45.538056
s0147,t0174,4.0,False,2025-08-06 17:28:45.553682
s0792,t0044,3.8,True,2025-06-15 17:28:45.569308
s0793,t0099,4.5,True,2025-02-16 17:28:45.584932
s0037,t0085,4.4,True,2025-04-11 17:28:45.600557
s0050,t0104,3.6,True,2024-10-13 17:28:45.616182
s0162,t0122,3.0,True,2025-04-16 17:28:45.631808
s0255,t0092,3.4,False,2024-11-26 17:28:45.647474
s0851,t0057,5.0,True,2025-08-07 17:28:45.663068
s0884,t0028,3.5,False,2025-02-27 17:28:45.678691
s0240,t0191,3.9,False,2025-08-08 17:28:45.694306
s0355,t0113,4.3,True,2025-04-13 17:28:45.709931
s0134,t0067,3.2,True,2025-07-02 17:28:45.725557
s0134,t0047,3.5,True,2025-06-24 17:28:45.741185
s0533,t0133,3.5,True,2025-05-29 17:28:45.756805
s0113,t0083,2.8,True,2024-10-10 17:28:45.788064
s0938,t0026,4.4,True,2025-05-24 17:28:45.803679
s0655,t0188,4.2,True,2024-10-15 17:28:45.819310
s0614,t0030,3.4,True,2025-06-24 17:28:45.834932
s0138,t0129,3.9,True,2024-12-13 17:28:45.850559
s0832,t0128,4.5,True,2025-04-26 17:28:45.866182
s0475,t0033,4.0,True,2025-05-16 17:28:45.881817
s0683,t0182,2.8,False,2025-02-16 17:28:45.897433
s0857,t0154,3.9,True,2024-12-31 17:28:45.913060
s0675,t0115,3.5,True,2025-08-09 17:28:45.928689
s0702,t0189,3.4,False,2025-01-31 17:28:45.946391
s0047,t0068,4.2,True,2024-11-03 17:28:45.962021
s0081,t0005,3.9,True,2024-10-15 17:28:45.977646
s0339,t0044,3.5,False,2025-05-23 17:28:45.993275
s0966,t0002,3.9,True,2025-02-25 17:28:46.008901
s0523,t0039,4.2,True,2024-12-06 17:28:46.024522
s0634,t0128,4.1,True,2025-07-04 17:28:46.040147
s0173,t0042,3.7,True,2024-10-05 17:28:46.055775
s0302,t0159,3.8,True,2025-01-24 17:28:46.071395
s0527,t0067,3.2,True,2025-08-07 17:28:46.102644
s0742,t0068,4.1,True,2025-04-22 17:28:46.118271
s0238,t0147,3.5,True,2024-09-21 17:28:46.133896
s0222,t0180,3.4,True,2025-05-25 17:28:46.149523
s0269,t0145,4.0,True,2025-06-21 17:28:46.165147
s0623,t0166,3.8,True,2025-02-01 17:28:46.180775
s0437,t0047,3.2,True,2024-09-15 17:28:46.196400
s0950,t0037,4.3,True,2025-05-10 17:28:46.212026
s0781,t0142,3.3,False,2024-11-13 17:28:46.243272
s0184,t0039,4.3,False,2024-11-06 17:28:46.258903
s0345,t0001,4.6,True,2025-03-24 17:28:46.274534
s0666,t0037,4.6,True,2024-09-14 17:28:46.305785
s0504,t0065,3.6,True,2024-10-24 17:28:46.332529
s0125,t0035,4.8,True,2025-08-27 17:28:46.345286
s0885,t0155,3.7,True,2024-12-27 17:28:46.359281
s0343,t0064,3.6,True,2024-11-12 17:28:46.363361
s0806,t0108,3.7,True,2025-07-03 17:28:46.378989
s0977,t0121,3.3,True,2025-06-17 17:28:46.410233
s0949,t0008,3.5,True,2025-02-10 17:28:46.425857
s0634,t0032,3.4,True,2025-06-24 17:28:46.441488
s0033,t0036,3.1,False,2025-06-13 17:28:46.457108
s0030,t0097,3.0,True,2025-06-21 17:28:46.479353
s0274,t0186,4.0,False,2025-03-31 17:28:46.494988
s0620,t0189,4.7,True,2025-08-10 17:28:46.510609
s0502,t0141,3.7,False,2025-08-04 17:28:46.526233
s0760,t0188,4.3,True,2024-09-22 17:28:46.541863
s0523,t0016,3.6,True,2025-03-29 17:28:46.557487
s0748,t0092,3.0,True,2024-10-23 17:28:46.573107
s0997,t0091,3.8,False,2025-09-07 17:28:46.588732
s0851,t0135,4.1,True,2025-02-23 17:28:46.619980
s0144,t0151,3.9,True,2025-04-27 17:28:46.635606
s0051,t0192,3.1,True,2025-03-24 17:28:46.651232
s0311,t0178,3.3,True,2024-10-21 17:28:46.666857
s0568,t0020,4.2,True,2025-01-14 17:28:46.682482
s0940,t0095,3.8,True,2025-07-30 17:28:46.698106
s0365,t0115,4.4,True,2025-02-24 17:28:46.713737
s0706,t0168,4.7,True,2025-02-16 17:28:46.729371
s0448,t0148,4.7,True,2024-11-29 17:28:46.744983
s0457,t0046,4.4,True,2025-02-20 17:28:46.760629
s0834,t0137,4.6,True,2025-03-17 17:28:46.776233
s0187,t0055,4.5,True,2025-03-17 17:28:46.791857
s0838,t0104,3.2,True,2025-07-11 17:28:46.807487
s0627,t0109,4.4,True,2025-08-23 17:28:46.823108
s0929,t0137,4.1,False,2025-08-13 17:28:46.838732
s0308,t0163,3.0,True,2025-02-21 17:28:46.854361
s0072,t0037,4.4,False,2025-05-08 17:28:46.869982
s0645,t0059,4.4,True,2025-06-03 17:28:46.885610
s0553,t0187,3.9,True,2025-04-21 17:28:46.901231
s0694,t0064,3.2,False,2025-04-12 17:28:46.932483
s0196,t0195,4.0,True,2025-06-30 17:28:46.948109
s0932,t0025,4.6,True,2025-04-17 17:28:46.963749
s0798,t0078,4.2,False,2024-10-31 17:28:46.979362
s0465,t0195,4.3,True,2024-10-03 17:28:46.994986
s0522,t0197,3.5,True,2025-03-27 17:28:47.012756
s0048,t0018,3.3,True,2025-03-27 17:28:47.028387
s0189,t0082,4.6,False,2025-05-27 17:28:47.044011
s0959,t0147,4.5,True,2025-03-04 17:28:47.059637
s0341,t0145,4.4,True,2025-08-23 17:28:47.075260
s0948,t0095,4.4,False,2025-06-21 17:28:47.090885
s0633,t0110,3.9,True,2025-08-08 17:28:47.106511
s0279,t0051,4.4,True,2025-08-03 17:28:47.122139
s0488,t0161,3.7,True,2025-03-10 17:28:47.137759
s0763,t0183,3.6,True,2024-09-21 17:28:47.153385
s0022,t0189,4.0,True,2025-01-13 17:28:47.169010
s0175,t0091,3.1,True,2024-12-14 17:28:47.184636
s0261,t0179,3.1,True,2025-03-08 17:28:47.200259
s0031,t0072,3.6,True,2024-10-27 17:28:47.215884
s0603,t0042,3.1,False,2025-06-27 17:28:47.231509
s0599,t0088,3.6,True,2025-04-11 17:28:47.247138
s0224,t0029,3.4,True,2024-11-28 17:28:47.262769
s0369,t0036,3.8,False,2024-11-18 17:28:47.294013
s0501,t0146,3.7,True,2025-03-29 17:28:47.309646
s0768,t0018,2.8,True,2025-08-10 17:28:47.340885
s0365,t0064,3.6,True,2025-02-10 17:28:47.358959
s0241,t0142,3.7,True,2025-04-23 17:28:47.374735
s0811,t0138,3.0,False,2024-11-27 17:28:47.392883
s0858,t0065,3.8,True,2025-02-22 17:28:47.408508
s0580,t0017,3.8,True,2025-01-11 17:28:47.424136
s0891,t0109,3.4,True,2024-12-09 17:28:47.439758
s0476,t0049,3.8,False,2024-12-15 17:28:47.455382
s0774,t0097,3.8,True,2025-04-25 17:28:47.471010
s0534,t0149,3.7,True,2024-11-16 17:28:47.486637
s0328,t0149,3.1,False,2025-09-08 17:28:47.502264
s0684,t0100,3.7,True,2024-12-19 17:28:47.529184
s0858,t0065,4.0,True,2025-03-23 17:28:47.544814
s0031,t0081,3.9,True,2025-06-09 17:28:47.560449
s0452,t0126,3.5,True,2025-07-28 17:28:47.576063
s0778,t0077,2.7,True,2025-02-19 17:28:47.591687
s0274,t0194,3.6,False,2025-08-09 17:28:47.607316
s0454,t0106,3.4,True,2025-09-09 17:28:47.622938
s0701,t0047,3.5,True,2025-06-25 17:28:47.638566
s0014,t0093,4.0,True,2025-01-28 17:28:47.654187
s0989,t0074,3.5,True,2025-06-25 17:28:47.669812
s0022,t0024,3.3,True,2025-02-09 17:28:47.685438
s0865,t0093,3.5,False,2024-12-17 17:28:47.701061
s0663,t0073,3.6,True,2025-05-25 17:28:47.716689
s0632,t0027,4.2,True,2024-10-15 17:28:47.732312
s0704,t0036,4.2,True,2025-06-24 17:28:47.747936
s0341,t0145,4.1,True,2025-04-20 17:28:47.763574
s0359,t0072,3.4,True,2025-03-18 17:28:47.779198
s0881,t0080,3.5,True,2025-05-05 17:28:47.794822
s0498,t0132,2.9,False,2025-01-29 17:28:47.810438
s0448,t0092,3.0,True,2025-01-10 17:28:47.826062
s0672,t0055,4.9,True,2025-06-17 17:28:47.841688
s0989,t0097,3.7,True,2025-04-20 17:28:47.857313
s0365,t0073,2.9,True,2025-04-01 17:28:47.872938
s0574,t0186,3.4,True,2025-03-29 17:28:47.904186
s0716,t0146,3.8,True,2025-04-14 17:28:47.919812
s0179,t0104,3.4,True,2025-08-17 17:28:47.935436
s0038,t0196,4.3,False,2024-11-19 17:28:47.951059
s0331,t0030,3.3,True,2024-11-08 17:28:47.966686
s0867,t0194,3.4,False,2025-07-20 17:28:47.982312
s0429,t0142,3.8,True,2025-05-29 17:28:47.997938
s0599,t0029,3.9,False,2025-08-06 17:28:48.013567
s0347,t0090,3.1,True,2025-01-29 17:28:48.029190
s0109,t0021,4.2,True,2025-06-27 17:28:48.044815
s0125,t0086,4.6,True,2025-05-29 17:28:48.060443
s0026,t0135,4.6,True,2025-06-01 17:28:48.079314
s0192,t0178,3.4,False,2025-04-06 17:28:48.094943
s0353,t0031,3.8,True,2024-11-20 17:28:48.110570
s0333,t0089,3.3,False,2025-03-10 17:28:48.126195
s0389,t0181,3.6,True,2025-04-24 17:28:48.141818
s0085,t0080,4.1,True,2025-03-12 17:28:48.157443
s0049,t0083,3.5,True,2024-11-19 17:28:48.173067
s0372,t0067,3.3,True,2025-02-20 17:28:48.188697
s0713,t0113,3.3,True,2025-06-13 17:28:48.204323
s0564,t0025,4.2,True,2025-04-29 17:28:48.235566
s0073,t0133,4.5,False,2025-03-19 17:28:48.251190
s0528,t0095,3.9,False,2024-11-25 17:28:48.266820
s0640,t0147,3.9,True,2025-05-16 17:28:48.282446
s0001,t0083,3.2,True,2025-02-04 17:28:48.298074
s0468,t0073,3.4,True,2024-11-19 17:28:48.329327
s0348,t0042,2.9,True,2025-03-24 17:28:48.344948
s0088,t0069,4.0,True,2025-08-13 17:28:48.373377
s0725,t0129,3.1,True,2025-08-10 17:28:48.389088
s0087,t0185,3.1,True,2025-01-28 17:28:48.393671
s0682,t0042,3.2,True,2024-12-19 17:28:48.409297
s0032,t0142,3.9,True,2025-07-26 17:28:48.424920
s0681,t0075,4.4,True,2025-05-01 17:28:48.440549
s0687,t0095,3.6,True,2024-12-09 17:28:48.471795
s0185,t0093,4.0,True,2025-08-21 17:28:48.487422
s0809,t0042,3.1,True,2025-09-10 17:28:48.503048
s0476,t0064,3.1,True,2025-06-27 17:28:48.518671
s0521,t0192,2.9,False,2025-08-28 17:28:48.534301
s0211,t0191,3.9,True,2024-10-26 17:28:48.549922
s0477,t0165,3.8,True,2025-02-05 17:28:48.565545
s0473,t0089,3.4,True,2025-01-01 17:28:48.581187
s0783,t0057,4.9,True,2025-03-08 17:28:48.595631
s0173,t0176,4.0,True,2024-12-14 17:28:48.611263
s0303,t0121,3.5,True,2025-06-11 17:28:48.626894
s0565,t0109,4.1,True,2024-10-17 17:28:48.642516
s0241,t0021,3.9,True,2025-05-24 17:28:48.658135
s0946,t0024,3.1,True,2024-11-15 17:28:48.673762
s0985,t0181,4.1,True,2024-12-07 17:28:48.689394
s0633,t0110,3.0,False,2025-07-22 17:28:48.720635
s0110,t0129,4.1,True,2024-11-03 17:28:48.736258
s0249,t0148,4.3,False,2025-01-10 17:28:48.751885
s0647,t0089,3.6,True,2025-08-31 17:28:48.767509
s0221,t0123,4.1,False,2025-08-21 17:28:48.783134
s0692,t0157,4.4,True,2024-10-18 17:28:48.798760
s0831,t0132,4.0,True,2025-06-27 17:28:48.814385
s0175,t0104,3.1,False,2024-10-29 17:28:48.830012
s0899,t0018,3.1,True,2025-07-16 17:28:48.845640
s0454,t0121,3.4,False,2024-09-13 17:28:48.861267
s0627,t0121,3.8,True,2025-04-27 17:28:48.876886
s0604,t0120,3.6,False,2025-02-08 17:28:48.892511
s0142,t0141,3.4,True,2025-01-17 17:28:48.908134
s0751,t0158,3.7,False,2025-02-18 17:28:48.923764
s0238,t0029,3.6,True,2024-10-24 17:28:48.939388
s0801,t0116,4.5,True,2025-07-17 17:28:48.955010
s0471,t0055,3.8,False,2025-08-21 17:28:48.970643
s0293,t0126,3.5,True,2024-10-29 17:28:49.001885
s0471,t0157,4.0,True,2025-09-03 17:28:49.017514
s0004,t0178,3.5,False,2025-02-23 17:28:49.033136
s0672,t0020,4.3,True,2025-03-01 17:28:49.048760
s0351,t0089,3.5,True,2024-09-22 17:28:49.064385
s0882,t0106,3.1,True,2024-09-27 17:28:49.080014
s0376,t0156,3.3,True,2025-08-20 17:28:49.095646
s0417,t0139,4.1,True,2025-03-07 17:28:49.111269
s0285,t0178,3.9,True,2024-09-28 17:28:49.128957
s0554,t0093,3.6,False,2025-09-02 17:28:49.144598
s0607,t0151,3.5,True,2025-04-14 17:28:49.160216
s0265,t0127,2.9,True,2025-05-22 17:28:49.175835
s0782,t0178,3.0,True,2025-03-18 17:28:49.207087
s0955,t0109,3.5,True,2025-03-30 17:28:49.222712
s0221,t0137,4.1,True,2024-10-21 17:28:49.238339
s0530,t0158,3.3,True,2025-04-18 17:28:49.253962
s0589,t0155,3.8,True,2024-10-15 17:28:49.269594
s0039,t0165,4.4,False,2025-09-05 17:28:49.285212
s0204,t0081,3.2,True,2024-11-15 17:28:49.300836
s0739,t0185,3.8,False,2024-11-21 17:28:49.332091
s0319,t0138,3.8,True,2024-09-28 17:28:49.363343
s0058,t0005,4.0,True,2025-03-20 17:28:49.378969
s0491,t0105,3.6,True,2025-04-02 17:28:49.404474
s0241,t0129,3.3,True,2025-06-01 17:28:49.426801
s0816,t0042,3.0,True,2024-12-24 17:28:49.458049
s0288,t0093,4.6,True,2025-05-16 17:28:49.473675
s0085,t0092,3.8,False,2025-08-05 17:28:49.504924
s0443,t0115,3.6,False,2024-11-04 17:28:49.520548
s0836,t0129,3.6,True,2025-06-14 17:28:49.536175
s0109,t0021,3.8,False,2025-06-28 17:28:49.551799
s0512,t0185,3.1,True,2025-06-09 17:28:49.567432
s0824,t0092,3.7,False,2024-10-27 17:28:49.583047
s0287,t0106,2.9,True,2025-09-08 17:28:49.598678
s0015,t0114,3.8,False,2025-03-24 17:28:49.614302
s0862,t0155,4.2,True,2025-07-14 17:28:49.629937
s0497,t0118,3.5,True,2024-11-30 17:28:49.645551
s0465,t0102,3.8,True,2025-07-26 17:28:49.661929
s0095,t0110,3.4,True,2025-07-01 17:28:49.677562
s0183,t0073,3.4,True,2025-02-10 17:28:49.693182
s0365,t0199,3.4,True,2025-08-22 17:28:49.708810
s0099,t0072,3.2,False,2025-06-04 17:28:49.740059
s0311,t0008,3.4,True,2025-01-09 17:28:49.755685
s0452,t0103,4.0,True,2024-12-24 17:28:49.771307
s0026,t0035,4.7,False,2024-10-15 17:28:49.786930
s0010,t0097,3.9,False,2025-07-28 17:28:49.802559
s0942,t0099,4.2,False,2025-01-24 17:28:49.818180
s0910,t0128,3.9,True,2025-03-31 17:28:49.833804
s0207,t0192,2.7,True,2025-01-06 17:28:49.849432
s0036,t0179,3.4,True,2025-07-20 17:28:49.865056
s0773,t0102,3.3,True,2025-06-17 17:28:49.880699
s0096,t0129,3.5,True,2025-03-26 17:28:49.896314
s0744,t0008,3.5,True,2025-04-09 17:28:49.911934
s0376,t0029,3.6,True,2025-07-18 17:28:49.927560
s0496,t0020,5.0,True,2025-03-19 17:28:49.943186
s0052,t0191,4.2,True,2024-10-06 17:28:49.958811
s0623,t0128,5.0,True,2024-10-09 17:28:49.974437
s0079,t0155,4.2,True,2024-12-30 17:28:49.990055
s0830,t0136,3.9,False,2025-06-28 17:28:50.005682
s0872,t0047,3.8,True,2025-02-09 17:28:50.036933
s0891,t0047,3.3,True,2024-10-17 17:28:50.052558
s0045,t0166,3.3,True,2025-06-01 17:28:50.068181
s0689,t0015,4.3,False,2024-12-20 17:28:50.083807
s0831,t0146,3.3,True,2025-03-29 17:28:50.099432
s0800,t0192,3.1,True,2025-01-19 17:28:50.115059
s0520,t0198,4.3,True,2025-05-29 17:28:50.127474
s0416,t0017,3.6,True,2025-03-25 17:28:50.143102
s0532,t0164,3.2,True,2025-05-12 17:28:50.158725
s0975,t0192,2.9,True,2024-10-30 17:28:50.174350
s0633,t0098,4.0,True,2024-10-21 17:28:50.195417
s0559,t0046,4.2,True,2025-06-15 17:28:50.211046
s0487,t0073,2.9,True,2025-08-20 17:28:50.226670
s0188,t0181,4.1,False,2024-11-06 17:28:50.242294
s0835,t0126,3.8,True,2024-10-19 17:28:50.273550
s0772,t0077,3.5,True,2025-08-12 17:28:50.289171
s0641,t0163,3.3,True,2025-06-28 17:28:50.304801
s0852,t0091,2.9,False,2025-03-03 17:28:50.336046
s0314,t0034,3.2,True,2024-10-25 17:28:50.351671
s0617,t0030,3.8,True,2025-02-01 17:28:50.398559
s0814,t0009,4.6,True,2025-06-01 17:28:50.429803
s0822,t0186,3.9,True,2025-07-12 17:28:50.450268
s0773,t0157,5.0,False,2025-01-07 17:28:50.467071
s0317,t0112,3.2,True,2024-11-05 17:28:50.476533
s0118,t0074,3.3,True,2025-05-10 17:28:50.492163
s0575,t0090,4.1,False,2025-03-25 17:28:50.507783
s0594,t0140,3.7,False,2024-11-26 17:28:50.523409
s0331,t0179,3.3,True,2024-12-26 17:28:50.539034
s0974,t0050,2.8,True,2025-01-18 17:28:50.554657
s0057,t0121,3.8,True,2025-08-28 17:28:50.570284
s0853,t0188,4.1,True,2025-07-03 17:28:50.585907
s0336,t0139,4.5,True,2024-12-22 17:28:50.601534
s0298,t0189,3.5,False,2024-09-26 17:28:50.617156
s0662,t0075,4.3,True,2024-12-08 17:28:50.648409
s0158,t0008,3.0,False,2025-03-18 17:28:50.664033
s0298,t0007,3.6,False,2024-12-24 17:28:50.679664
s0716,t0153,3.8,True,2025-02-20 17:28:50.695285
s1000,t0026,4.1,True,2025-05-09 17:28:50.711817
s0700,t0029,4.4,True,2024-09-22 17:28:50.727447
s0247,t0150,3.3,True,2025-02-02 17:28:50.743066
s0387,t0128,4.0,True,2025-02-16 17:28:50.758693
s0848,t0121,4.0,True,2024-11-22 17:28:50.774318
s0557,t0025,4.0,False,2025-07-18 17:28:50.789944
s0537,t0142,3.7,True,2024-10-31 17:28:50.805568
s0750,t0075,3.6,False,2025-01-03 17:28:50.821192
s0618,t0103,3.4,True,2025-08-04 17:28:50.836820
s0965,t0038,4.4,True,2025-05-19 17:28:50.868068
s0976,t0004,3.5,True,2024-12-03 17:28:50.883696
s0078,t0091,3.0,True,2025-04-24 17:28:50.899318
s0509,t0050,3.8,False,2025-04-12 17:28:50.914944
s0952,t0042,2.9,True,2025-08-02 17:28:50.930568
s0410,t0009,4.7,True,2025-02-25 17:28:50.946241
s0078,t0178,3.3,True,2024-09-14 17:28:50.961834
s0403,t0054,2.8,False,2025-06-02 17:28:50.977449
s0119,t0092,3.7,False,2024-10-09 17:28:50.993069
s0331,t0163,3.7,True,2025-08-24 17:28:51.008698
s0901,t0132,3.0,True,2025-05-10 17:28:51.024318
s0142,t0141,3.4,True,2025-05-10 17:28:51.055565
s0144,t0193,3.6,True,2025-01-09 17:28:51.071194
s0854,t0164,3.6,False,2025-04-17 17:28:51.086820
s0051,t0092,3.5,True,2025-08-28 17:28:51.102443
s0671,t0127,3.1,False,2025-05-21 17:28:51.118067
s0216,t0078,4.1,True,2025-01-24 17:28:51.133696
s0480,t0073,3.2,True,2025-05-27 17:28:51.149316
s0368,t0139,4.5,True,2025-06-07 17:28:51.164945
s0307,t0090,3.1,True,2024-12-22 17:28:51.180570
s0535,t0051,4.0,True,2025-06-23 17:28:51.196195
s0334,t0065,3.8,True,2025-07-04 17:28:51.211827
s0437,t0073,3.0,True,2025-09-08 17:28:51.227450
s0530,t0164,3.4,False,2025-03-04 17:28:51.245145
s0969,t0021,3.5,True,2025-02-26 17:28:51.260777
s0141,t0036,3.6,True,2025-06-09 17:28:51.276402
s0159,t0106,3.5,True,2025-07-24 17:28:51.292025
s0389,t0063,4.1,True,2025-04-14 17:28:51.307649
s0251,t0177,2.8,True,2025-05-05 17:28:51.338898
s0076,t0036,3.9,False,2025-08-26 17:28:51.354536
s0362,t0038,4.9,True,2025-01-23 17:28:51.385789
s0199,t0097,4.0,True,2024-12-23 17:28:51.401411
s0823,t0002,3.8,True,2025-08-03 17:28:51.420984
s0732,t0033,3.9,False,2024-09-14 17:28:51.435397
s0821,t0182,3.9,True,2025-06-08 17:28:51.442997
s0239,t0164,3.3,False,2025-04-12 17:28:51.458620
s0162,t0122,3.4,True,2025-07-09 17:28:51.474243
s0588,t0166,3.2,True,2025-07-27 17:28:51.489873
s0773,t0037,4.5,True,2025-05-01 17:28:51.505497
s0924,t0182,3.3,True,2025-01-09 17:28:51.521122
s0598,t0192,3.0,True,2025-07-18 17:28:51.552373
s0642,t0003,4.4,False,2025-05-07 17:28:51.568001
s0514,t0125,4.6,True,2025-07-21 17:28:51.583626
s0986,t0131,3.7,False,2024-12-29 17:28:51.599247
s0028,t0193,3.5,True,2025-06-26 17:28:51.614869
s0572,t0181,4.2,True,2025-08-22 17:28:51.630492
s0709,t0099,4.1,False,2025-03-18 17:28:51.646128
s0260,t0092,3.8,True,2025-05-11 17:28:51.646128
s0148,t0029,3.4,True,2024-12-26 17:28:51.661752
s0204,t0062,3.6,True,2025-06-04 17:28:51.677374
s0493,t0099,4.1,True,2024-10-30 17:28:51.708623
s0391,t0200,2.9,False,2025-07-24 17:28:51.724250
s0841,t0154,3.7,True,2024-09-29 17:28:51.739871
s0893,t0028,3.0,True,2024-12-06 17:28:51.755500
s0870,t0147,3.6,False,2025-08-13 17:28:51.778415
s0082,t0017,4.0,True,2025-01-26 17:28:51.794044
s0571,t0044,2.9,True,2025-03-01 17:28:51.809666
s0835,t0012,4.0,True,2025-06-13 17:28:51.825294
s0607,t0178,2.8,True,2024-12-25 17:28:51.840917
s0176,t0042,3.5,False,2025-02-01 17:28:51.856539
s0971,t0141,4.1,True,2025-09-10 17:28:51.872166
s0986,t0002,3.5,True,2025-02-25 17:28:51.887790
s0059,t0184,3.7,False,2025-04-02 17:28:51.903415
s0852,t0112,3.6,False,2024-10-03 17:28:51.919041
s0118,t0138,3.6,True,2025-04-18 17:28:51.934665
s0109,t0118,4.0,False,2025-09-03 17:28:51.950299
s0569,t0078,4.2,True,2024-10-28 17:28:51.965916
s0728,t0054,2.9,True,2024-11-19 17:28:51.981541
s0195,t0032,4.4,True,2025-05-29 17:28:51.997164
s0295,t0194,4.4,True,2024-10-15 17:28:52.012796
s0942,t0028,3.7,True,2025-06-16 17:28:52.028420
s0909,t0033,3.6,False,2025-01-19 17:28:52.044043
s0122,t0018,3.6,True,2024-11-01 17:28:52.059668
s0140,t0109,4.1,False,2025-09-05 17:28:52.075291
s0915,t0053,3.2,False,2025-06-24 17:28:52.090916
s0168,t0180,3.5,True,2024-10-30 17:28:52.106546
s0914,t0136,4.5,True,2025-05-23 17:28:52.122169
s0803,t0048,3.2,True,2025-07-25 17:28:52.137793
s0079,t0184,3.5,True,2025-02-11 17:28:52.169039
s0798,t0029,4.0,False,2025-07-30 17:28:52.169039
s0103,t0182,3.5,True,2024-11-27 17:28:52.200288
s0905,t0042,2.9,True,2025-06-03 17:28:52.215917
s0066,t0118,3.8,True,2024-09-23 17:28:52.215917
s0695,t0020,3.7,True,2025-08-12 17:28:52.247165
s0433,t0054,3.0,True,2025-03-02 17:28:52.262794
s0661,t0081,3.4,False,2025-06-18 17:28:52.278427
s0763,t0147,3.9,True,2025-07-01 17:28:52.294045
s0677,t0034,3.1,True,2025-03-13 17:28:52.311567
s0140,t0081,3.5,True,2025-06-22 17:28:52.327196
s0536,t0134,3.7,True,2025-02-03 17:28:52.342819
s0884,t0097,3.4,True,2025-03-15 17:28:52.358448
s0405,t0199,3.2,False,2025-03-29 17:28:52.374080
s0938,t0026,4.7,True,2025-05-29 17:28:52.405331
s0967,t0017,4.1,True,2025-01-02 17:28:52.432107
s0301,t0017,4.2,True,2025-05-08 17:28:52.447835
s0922,t0040,3.2,False,2025-06-21 17:28:52.459455
s0881,t0146,4.0,True,2025-04-04 17:28:52.475080
s0997,t0081,3.2,True,2024-11-08 17:28:52.490706
s0524,t0032,4.4,True,2025-03-02 17:28:52.506331
s0897,t0155,4.4,True,2025-09-12 17:28:52.521959
s0434,t0029,4.4,True,2025-03-29 17:28:52.537581
s0255,t0003,4.8,True,2025-03-20 17:28:52.553204
s0286,t0112,3.9,True,2025-01-21 17:28:52.568829
s0873,t0105,3.6,True,2024-12-18 17:28:52.584456
s0577,t0124,3.7,True,2025-01-19 17:28:52.600080
s0069,t0074,4.0,True,2025-03-29 17:28:52.615709
s0946,t0015,4.4,True,2025-07-15 17:28:52.631328
s0760,t0057,4.3,True,2024-11-17 17:28:52.646957
s0705,t0025,4.9,False,2025-02-17 17:28:52.662590
s0557,t0097,3.5,True,2025-02-27 17:28:52.678214
s0339,t0200,2.6,True,2024-12-01 17:28:52.693831
s0351,t0065,3.5,True,2025-07-07 17:28:52.709457
s0022,t0189,4.2,True,2025-07-15 17:28:52.725085
s0815,t0042,3.6,False,2025-01-05 17:28:52.756331
s0495,t0193,3.3,True,2025-01-17 17:28:52.771955
s0814,t0136,4.0,True,2025-03-26 17:28:52.787581
s0007,t0069,3.6,True,2024-10-01 17:28:52.803205
s0132,t0143,4.3,True,2025-01-31 17:28:52.818829
s0221,t0197,3.5,False,2024-12-22 17:28:52.834455
s0080,t0128,4.4,True,2024-12-06 17:28:52.844549
s0927,t0013,3.3,True,2025-08-31 17:28:52.875801
s0772,t0051,4.2,True,2024-12-01 17:28:52.891428
s0780,t0192,3.3,True,2025-04-15 17:28:52.907056
