id,subjects,learning_style,availability,location_preference,budget_min,budget_max,experience_level,age,preferred_teacher_gender
s0347,"chemistry,economics,computer_science,philosophy",auditory,"morning,afternoon,evening",online,15,25,beginner,25,any
s0348,"chemistry,spanish",visual,"weekend,afternoon",both,27,44,beginner,17,
s0349,"literature,geography,biology,physics",visual,"morning,weekend",online,20,31,beginner,33,any
s0350,"history,computer_science,geography",visual,evening,both,31,50,intermediate,22,
s0351,"history,french,philosophy,geography",kinesthetic,"morning,weekend,evening",online,21,45,intermediate,24,male
s0352,computer_science,auditory,"evening,weekend",both,31,54,beginner,40,female
s0353,"spanish,music,literature",auditory,"afternoon,evening",both,21,40,beginner,41,male
s0354,"geography,biology,mathematics",visual,"weekend,morning",online,19,39,advanced,36,
s0355,"art,chemistry,philosophy,history",kinesthetic,evening,in_person,34,64,intermediate,43,any
s0356,"physics,geography,music",visual,"weekend,afternoon,morning",online,15,27,advanced,38,male
s0357,"english,art",reading,"evening,weekend",both,20,37,intermediate,22,
s0358,"computer_science,geography,biology,art",kinesthetic,"evening,afternoon",in_person,28,53,intermediate,33,
s0359,"physics,biology",auditory,"evening,morning,afternoon",both,28,49,intermediate,28,male
s0360,"literature,english,economics",reading,afternoon,both,29,44,advanced,16,any
s0361,"spanish,geography",auditory,"evening,weekend,morning",in_person,20,36,beginner,21,female
s0362,"economics,geography",kinesthetic,evening,in_person,33,63,intermediate,23,male
s0363,"computer_science,french,spanish,art",visual,"afternoon,evening,morning",both,21,44,intermediate,42,male
s0364,"computer_science,chemistry",kinesthetic,"afternoon,weekend,morning",in_person,29,52,beginner,16,male
s0365,"spanish,mathematics",kinesthetic,evening,online,20,37,advanced,40,male
s0366,"economics,biology,physics,philosophy",auditory,"evening,afternoon,morning",online,25,50,beginner,37,
s0367,"history,geography,art",auditory,"afternoon,weekend",both,20,39,beginner,35,female
s0368,literature,kinesthetic,"morning,afternoon,weekend",in_person,30,47,intermediate,17,male
s0369,"chemistry,spanish,english,literature",kinesthetic,"morning,afternoon",online,23,33,intermediate,20,female
s0370,"spanish,biology,music",visual,afternoon,online,25,48,beginner,36,any
s0371,"english,literature",reading,"evening,morning,afternoon",in_person,32,50,intermediate,20,
s0372,"physics,chemistry,computer_science,spanish",visual,"weekend,afternoon,morning",both,20,39,intermediate,16,
s0373,geography,kinesthetic,"morning,weekend",online,25,43,intermediate,25,any
s0374,"french,biology",reading,"afternoon,evening",in_person,32,52,beginner,36,female
s0375,computer_science,visual,"afternoon,morning",online,19,29,beginner,34,any
s0376,"chemistry,computer_science",reading,afternoon,online,15,31,intermediate,17,
s0377,"spanish,mathematics,chemistry",visual,"weekend,evening,afternoon",both,34,62,beginner,33,any
s0378,"french,art,literature,biology",visual,morning,in_person,29,56,beginner,32,male
s0379,"biology,philosophy,french",visual,"morning,evening",in_person,24,47,intermediate,18,male
s0380,"philosophy,economics",reading,afternoon,both,20,50,advanced,31,female
s0381,philosophy,reading,"evening,morning",online,22,46,advanced,41,
s0382,"literature,philosophy,english",kinesthetic,"morning,afternoon",online,15,35,advanced,16,
s0383,"art,philosophy,french,literature",kinesthetic,afternoon,both,27,42,advanced,20,
s0384,"art,mathematics",kinesthetic,"evening,weekend",in_person,22,44,intermediate,39,any
s0385,"literature,mathematics,economics",visual,morning,in_person,20,47,advanced,40,any
s0386,"music,history,philosophy",auditory,"afternoon,morning",both,23,40,intermediate,25,female
s0387,"biology,chemistry,physics,spanish",reading,afternoon,in_person,31,51,intermediate,36,female
s0388,"physics,literature",reading,"afternoon,weekend,morning",online,25,41,beginner,27,
s0389,"history,music,physics,art",kinesthetic,"weekend,morning,afternoon",in_person,34,63,beginner,24,male
s0390,philosophy,reading,"morning,afternoon,weekend",both,32,54,intermediate,34,
s0391,"biology,art,geography",auditory,"evening,afternoon,morning",in_person,23,41,intermediate,29,
s0392,"mathematics,physics,computer_science",reading,"evening,morning,weekend",online,19,44,advanced,45,
s0393,"spanish,chemistry,economics",kinesthetic,"weekend,morning",both,22,45,intermediate,20,any
s0394,"history,geography,philosophy,physics",auditory,"weekend,morning,evening",both,20,37,beginner,22,any
s0395,"literature,biology",kinesthetic,"evening,afternoon,weekend",online,16,38,advanced,25,male
s0396,literature,visual,"morning,evening,afternoon",in_person,23,45,intermediate,39,
s0397,literature,kinesthetic,"evening,morning,afternoon",both,33,61,intermediate,41,
s0398,"biology,art",visual,"afternoon,weekend,evening",in_person,21,36,beginner,27,
s0399,"geography,spanish",reading,evening,in_person,20,45,beginner,39,male
s0400,"literature,art",kinesthetic,"morning,afternoon,evening",in_person,25,49,intermediate,22,female
s0401,"english,geography,biology,physics",kinesthetic,weekend,online,16,34,intermediate,33,male
s0402,"mathematics,biology",auditory,"evening,morning",both,20,38,intermediate,18,
s0403,"physics,literature",visual,"afternoon,morning,evening",online,24,36,beginner,29,
s0404,"history,computer_science,english,mathematics",kinesthetic,"weekend,morning",both,23,45,beginner,43,female
s0405,"physics,literature,geography",kinesthetic,evening,both,24,54,advanced,18,male
s0406,"french,geography,literature,spanish",kinesthetic,"evening,weekend",in_person,33,50,advanced,30,any
s0407,"history,spanish",visual,afternoon,in_person,30,56,beginner,44,
s0408,"english,physics,computer_science,chemistry",kinesthetic,"weekend,evening,morning",in_person,23,40,advanced,21,male
s0409,art,auditory,"morning,afternoon,weekend",both,25,54,advanced,38,
s0410,philosophy,auditory,"weekend,evening,afternoon",in_person,28,48,advanced,20,
s0411,"music,spanish",kinesthetic,"evening,weekend",online,20,36,advanced,38,male
s0412,"economics,computer_science",auditory,"evening,afternoon,morning",online,18,43,advanced,24,male
s0413,"spanish,geography,economics,english",kinesthetic,afternoon,online,22,32,beginner,35,any
s0414,"computer_science,chemistry",auditory,"afternoon,morning,weekend",in_person,33,56,advanced,29,male
s0415,"literature,spanish",auditory,"afternoon,morning,evening",in_person,26,51,intermediate,20,male
s0416,"economics,spanish,physics,geography",reading,weekend,in_person,28,58,intermediate,17,male
s0417,"philosophy,english",reading,weekend,both,31,47,intermediate,40,
s0418,"computer_science,history",reading,morning,online,17,37,intermediate,25,male
s0419,mathematics,visual,"weekend,evening",in_person,33,59,intermediate,35,any
s0420,"computer_science,philosophy,french",reading,"weekend,morning",both,26,53,intermediate,45,female
s0421,"music,philosophy,spanish,geography",reading,morning,both,20,41,advanced,24,male
s0422,french,visual,"morning,weekend,afternoon",both,28,45,intermediate,41,male
s0423,"spanish,french,mathematics,biology",auditory,morning,both,33,59,beginner,44,
s0424,"mathematics,biology,history",kinesthetic,"evening,morning,weekend",both,33,48,intermediate,32,
s0425,"geography,history,music,english",reading,morning,in_person,32,60,advanced,35,male
s0426,"chemistry,english,mathematics,philosophy",kinesthetic,"afternoon,evening",online,16,30,beginner,39,any
s0427,philosophy,reading,"morning,weekend,afternoon",both,22,41,beginner,35,male
s0428,mathematics,auditory,"evening,weekend",online,18,33,intermediate,34,male
s0429,french,reading,"morning,weekend",in_person,31,57,beginner,43,
s0430,"chemistry,history,mathematics,computer_science",kinesthetic,"afternoon,weekend",in_person,24,46,beginner,39,any
s0431,literature,kinesthetic,morning,in_person,21,50,intermediate,40,male
s0432,"literature,art",auditory,"morning,weekend",in_person,28,58,advanced,38,any
s0433,"literature,physics,geography",reading,"afternoon,weekend",in_person,25,46,beginner,27,female
s0434,philosophy,reading,"evening,afternoon",both,24,43,beginner,16,male
s0435,mathematics,reading,"afternoon,evening,morning",both,26,52,beginner,32,
s0436,"literature,physics,economics,biology",kinesthetic,"morning,afternoon",in_person,24,52,intermediate,33,female
s0437,"french,geography,computer_science,mathematics",reading,"weekend,afternoon",online,19,36,advanced,31,male
s0438,"geography,chemistry,biology",visual,"morning,weekend",both,21,47,beginner,29,
s0439,biology,kinesthetic,evening,online,17,41,intermediate,26,male
s0440,"geography,economics,physics,history",kinesthetic,evening,both,25,52,advanced,20,
s0441,spanish,reading,"weekend,afternoon",both,34,60,advanced,40,
s0442,"music,physics",visual,"evening,weekend",online,16,26,intermediate,31,male
s0443,"biology,chemistry,spanish",auditory,"afternoon,weekend,evening",in_person,25,47,intermediate,21,any
s0444,french,auditory,"evening,afternoon",in_person,26,42,beginner,40,any
s0445,"physics,french,chemistry,art",reading,"weekend,morning",online,17,27,intermediate,30,
s0446,french,auditory,"afternoon,evening,weekend",online,24,36,intermediate,20,
s0447,"computer_science,geography,french",auditory,afternoon,online,20,40,beginner,26,female
s0448,"chemistry,music,philosophy",reading,afternoon,both,26,56,advanced,23,
s0449,"mathematics,english,spanish,economics",kinesthetic,"morning,afternoon,weekend",online,17,35,intermediate,21,any
s0450,"physics,literature",visual,"weekend,morning",online,18,33,beginner,26,any
s0451,"english,chemistry,economics",auditory,"afternoon,evening,morning",online,25,39,intermediate,37,male
s0452,"spanish,biology,computer_science,mathematics",reading,evening,in_person,32,53,beginner,41,female
s0453,"chemistry,history",kinesthetic,"afternoon,morning,evening",in_person,35,58,beginner,27,male
s0454,"french,computer_science,chemistry",auditory,"evening,morning",both,21,41,beginner,27,female
s0455,"computer_science,english,economics,music",kinesthetic,"morning,afternoon,weekend",both,22,42,advanced,23,
s0456,"economics,chemistry,biology,mathematics",visual,"morning,evening",in_person,34,56,intermediate,42,any
s0457,biology,visual,"weekend,afternoon,morning",in_person,22,52,beginner,39,any
s0458,"economics,art,chemistry",visual,"weekend,evening,afternoon",both,24,43,beginner,29,male
s0459,"geography,chemistry,french,art",visual,"morning,weekend",both,28,46,beginner,33,female
s0460,"spanish,mathematics",auditory,"evening,weekend",both,29,47,intermediate,34,any
s0461,"french,philosophy,music,biology",reading,evening,in_person,32,57,beginner,41,male
s0462,"literature,chemistry,physics",auditory,weekend,both,26,43,advanced,34,any
s0463,"physics,philosophy",reading,evening,both,33,49,intermediate,28,
s0464,"philosophy,english,geography",reading,morning,in_person,28,54,intermediate,30,male
s0465,"chemistry,economics,mathematics",auditory,weekend,both,35,62,beginner,25,female
s0466,physics,kinesthetic,morning,both,32,49,intermediate,24,female
s0467,"economics,biology",auditory,"afternoon,evening,morning",in_person,26,46,advanced,29,any
s0468,"french,mathematics,history",visual,"evening,morning",online,15,30,advanced,42,female
s0469,"philosophy,english",visual,"morning,weekend",both,32,59,beginner,31,
s0470,art,kinesthetic,evening,both,29,44,intermediate,41,male
s0471,"biology,art,english,economics",auditory,"evening,weekend,morning",in_person,30,59,intermediate,25,any
s0472,english,visual,"weekend,afternoon,morning",in_person,35,53,advanced,37,male
s0473,french,kinesthetic,"afternoon,morning,evening",online,18,35,beginner,33,any
s0474,"mathematics,computer_science,french,geography",reading,evening,in_person,30,55,intermediate,22,
s0475,computer_science,visual,morning,in_person,29,44,intermediate,45,
s0476,"economics,geography",kinesthetic,morning,both,23,45,advanced,42,male
s0477,"philosophy,biology,music",kinesthetic,"afternoon,weekend",in_person,33,63,beginner,34,male
s0478,"philosophy,history",visual,"weekend,morning",in_person,27,57,beginner,29,female
s0479,mathematics,visual,evening,online,18,41,advanced,26,
s0480,biology,auditory,morning,both,20,49,advanced,28,any
s0481,literature,auditory,"evening,afternoon,morning",in_person,21,38,intermediate,36,male
s0482,"spanish,english,art",auditory,"weekend,evening,morning",both,22,44,advanced,16,female
s0483,"chemistry,spanish,music",kinesthetic,morning,in_person,31,57,beginner,36,male
s0484,"english,chemistry",auditory,evening,in_person,29,52,beginner,38,any
s0485,"physics,chemistry",visual,"weekend,morning",both,26,52,advanced,21,male
s0486,french,visual,afternoon,in_person,23,41,beginner,42,male
s0487,"english,philosophy,literature,biology",auditory,morning,online,25,48,intermediate,38,any
s0488,music,reading,"weekend,morning,afternoon",both,30,50,intermediate,41,male
s0489,"literature,geography",reading,"morning,evening,weekend",both,32,58,intermediate,18,female
s0490,"french,mathematics,computer_science,literature",auditory,morning,in_person,32,52,advanced,19,
s0491,"history,mathematics",reading,"morning,afternoon,evening",in_person,26,46,beginner,22,male
s0492,"french,music,philosophy",reading,"afternoon,weekend",both,24,47,advanced,30,female
s0493,"biology,french,literature",visual,afternoon,online,20,41,advanced,25,male
s0494,"chemistry,mathematics",visual,weekend,in_person,35,62,intermediate,42,
s0495,"economics,history,biology",visual,evening,online,20,45,intermediate,28,
s0496,mathematics,kinesthetic,weekend,in_person,29,49,intermediate,17,
s0497,"geography,mathematics,art",auditory,"weekend,evening,morning",in_person,35,55,advanced,36,
s0498,"history,mathematics,spanish,geography",kinesthetic,"morning,evening,weekend",both,20,50,intermediate,42,
s0499,"mathematics,english,physics,chemistry",reading,"afternoon,weekend,evening",both,31,50,beginner,16,
s0500,"music,computer_science,mathematics",visual,evening,online,17,34,beginner,44,
s0501,"economics,literature,chemistry,computer_science",auditory,morning,in_person,23,39,beginner,33,
s0502,"chemistry,economics,spanish,philosophy",reading,"evening,afternoon",in_person,20,36,intermediate,19,female
s0503,french,reading,afternoon,both,30,56,intermediate,38,male
s0504,"physics,mathematics,history,spanish",auditory,"morning,afternoon",both,26,45,intermediate,30,
s0505,art,visual,"afternoon,evening",online,18,41,beginner,26,female
s0506,"mathematics,geography,economics,english",auditory,evening,in_person,29,59,beginner,45,male
s0507,spanish,visual,"afternoon,evening,weekend",both,32,52,intermediate,28,any
s0508,history,kinesthetic,evening,online,19,34,beginner,28,any
s0509,"mathematics,physics",auditory,"afternoon,evening",online,21,31,advanced,19,any
s0510,"music,history,biology,chemistry",kinesthetic,"evening,morning,afternoon",in_person,30,50,intermediate,27,any
s0511,computer_science,kinesthetic,"evening,morning,weekend",online,23,43,beginner,32,any
s0512,"art,english,mathematics,literature",kinesthetic,evening,both,23,48,intermediate,28,female
s0513,"music,french,spanish,literature",auditory,"weekend,morning,evening",both,31,52,intermediate,45,female
s0514,geography,kinesthetic,"evening,weekend",in_person,34,50,beginner,38,
s0515,"physics,mathematics,biology,english",kinesthetic,morning,both,27,42,advanced,30,any
s0516,economics,kinesthetic,"afternoon,weekend,morning",in_person,31,59,intermediate,29,female
s0517,"literature,philosophy",visual,"afternoon,morning,weekend",both,28,47,intermediate,19,
s0518,"philosophy,art,biology",auditory,"afternoon,morning",in_person,21,48,intermediate,25,female
s0519,"english,literature",reading,"evening,weekend",online,25,39,beginner,21,male
s0520,chemistry,visual,"morning,weekend",both,35,55,advanced,24,male
s0521,"physics,economics,mathematics",reading,"weekend,afternoon",online,25,41,intermediate,41,any
s0522,"english,history,economics,computer_science",kinesthetic,morning,online,15,40,beginner,28,
s0523,"geography,mathematics,philosophy,english",auditory,"weekend,evening,afternoon",in_person,28,57,intermediate,44,any
s0524,economics,kinesthetic,"afternoon,evening",both,31,52,beginner,18,
s0525,"philosophy,mathematics,history,computer_science",reading,"afternoon,morning,weekend",both,27,42,beginner,37,
s0526,art,kinesthetic,morning,both,22,37,advanced,25,female
s0527,"economics,music,history,french",auditory,"weekend,afternoon,morning",online,16,31,beginner,28,
s0528,"music,french,art,history",visual,"afternoon,weekend",both,21,48,intermediate,28,female
s0529,geography,kinesthetic,"weekend,morning,afternoon",in_person,28,50,advanced,41,any
s0530,"literature,mathematics,french,history",auditory,"morning,afternoon,weekend",online,18,37,intermediate,35,female
s0531,"philosophy,physics",kinesthetic,"morning,evening",online,16,27,intermediate,33,male
s0532,"history,physics",reading,"afternoon,evening,weekend",online,22,32,beginner,42,female
s0533,"music,economics,french,english",auditory,"evening,morning",in_person,28,55,advanced,38,any
s0534,"history,english,computer_science,economics",visual,afternoon,online,21,32,intermediate,27,any
s0535,"chemistry,english,art",reading,"morning,weekend",in_person,29,48,advanced,40,female
s0536,"mathematics,chemistry,economics,biology",reading,"weekend,evening",in_person,32,51,advanced,45,any
s0537,"economics,french",reading,"afternoon,evening",both,31,57,advanced,26,male
s0538,"philosophy,music,literature",reading,"evening,afternoon,morning",both,26,46,beginner,30,any
s0539,"geography,music,english",auditory,"afternoon,evening,weekend",in_person,33,51,intermediate,38,female
s0540,"music,philosophy,spanish",visual,evening,both,22,44,advanced,16,
s0541,"biology,english,art",kinesthetic,evening,in_person,29,50,advanced,24,male
s0542,"art,physics",visual,weekend,online,20,35,advanced,43,male
s0543,philosophy,kinesthetic,"afternoon,evening,weekend",in_person,30,51,intermediate,38,male
s0544,music,auditory,"weekend,afternoon",online,23,44,intermediate,27,
s0545,"french,english,chemistry",reading,"morning,weekend,evening",both,21,46,intermediate,26,male
s0546,philosophy,kinesthetic,"evening,morning,weekend",in_person,34,52,intermediate,45,male
s0547,"art,history,philosophy",visual,"weekend,afternoon,evening",in_person,28,51,beginner,32,male
s0548,geography,visual,afternoon,in_person,22,49,intermediate,42,any
s0549,geography,kinesthetic,"afternoon,weekend,evening",online,22,40,advanced,45,male
s0550,"spanish,literature,geography",kinesthetic,"afternoon,morning",both,21,49,beginner,36,any
s0551,"music,literature,philosophy,art",kinesthetic,morning,both,35,50,beginner,36,
s0552,"philosophy,economics,french,biology",auditory,"weekend,afternoon",in_person,35,53,intermediate,16,female
s0553,"computer_science,music,physics",reading,"weekend,evening,afternoon",in_person,23,51,advanced,16,female
s0554,"philosophy,spanish",reading,"afternoon,morning",online,23,44,intermediate,23,female
s0555,"spanish,economics,history,geography",visual,afternoon,online,19,39,intermediate,36,
s0556,mathematics,auditory,"evening,morning",both,34,49,intermediate,44,any
s0557,"literature,english,geography,spanish",reading,afternoon,both,30,54,beginner,21,any
s0558,"mathematics,computer_science,geography,economics",kinesthetic,afternoon,both,31,56,advanced,39,
s0559,geography,auditory,"evening,weekend,afternoon",in_person,20,35,beginner,21,male
s0560,history,reading,afternoon,online,25,46,advanced,44,
s0561,"physics,geography",reading,"evening,weekend",in_person,20,40,intermediate,20,female
s0562,"geography,literature,music,physics",visual,"evening,afternoon,morning",in_person,26,48,beginner,29,male
s0563,history,kinesthetic,afternoon,both,28,56,beginner,21,male
s0564,geography,auditory,"evening,morning,afternoon",both,24,46,advanced,33,male
s0565,"art,mathematics,physics,computer_science",visual,evening,online,18,32,intermediate,43,female
s0566,"literature,french,spanish,physics",reading,afternoon,both,29,59,beginner,40,any
s0567,"mathematics,physics,history,economics",kinesthetic,"morning,afternoon",in_person,28,49,advanced,35,female
s0568,mathematics,kinesthetic,afternoon,both,29,52,beginner,18,any
s0569,"philosophy,computer_science",visual,"morning,afternoon",in_person,27,48,intermediate,33,any
s0570,"computer_science,literature,geography",visual,weekend,online,20,32,advanced,28,
s0571,"art,french,philosophy,physics",auditory,"morning,evening",online,22,44,intermediate,34,
s0572,computer_science,reading,"weekend,afternoon,evening",online,24,49,advanced,26,
s0573,"chemistry,computer_science",reading,evening,in_person,35,59,beginner,16,female
s0574,"mathematics,geography,spanish,philosophy",kinesthetic,"weekend,evening",both,23,45,beginner,19,male
s0575,biology,kinesthetic,"afternoon,evening",online,17,27,beginner,32,any
s0576,"physics,economics,history,biology",kinesthetic,"evening,morning,afternoon",online,21,38,intermediate,36,any
s0577,"mathematics,computer_science,economics",auditory,"morning,afternoon",online,18,30,intermediate,43,
s0578,"mathematics,computer_science,art,economics",visual,"evening,weekend",both,22,51,intermediate,38,female
s0579,"computer_science,economics,french,english",kinesthetic,"weekend,morning,afternoon",online,21,38,advanced,20,female
s0580,physics,visual,"morning,evening,weekend",both,27,54,advanced,19,male
s0581,"art,economics,history,music",kinesthetic,afternoon,both,25,48,beginner,17,female
s0582,"history,philosophy",kinesthetic,"afternoon,weekend",in_person,24,39,advanced,28,any
s0583,"literature,chemistry,physics,spanish",reading,"morning,weekend",both,22,50,beginner,39,any
s0584,"history,french,philosophy,computer_science",auditory,"afternoon,morning,weekend",online,21,45,beginner,28,male
s0585,"art,music",reading,"morning,afternoon,evening",both,20,38,intermediate,41,male
s0586,history,reading,afternoon,both,28,50,intermediate,27,
s0587,geography,auditory,"weekend,morning",in_person,22,42,advanced,43,male
s0588,"physics,chemistry",auditory,morning,both,29,52,advanced,41,any
s0589,"art,mathematics",auditory,"evening,afternoon,morning",both,22,37,beginner,44,any
s0590,spanish,reading,"evening,weekend,morning",in_person,35,51,intermediate,33,female
s0591,"physics,art,mathematics",auditory,"evening,weekend,afternoon",in_person,25,41,advanced,17,
s0592,"mathematics,history",auditory,evening,in_person,22,46,beginner,28,male
s0593,"literature,mathematics,computer_science",visual,"morning,afternoon,weekend",online,24,43,intermediate,42,any
s0594,"mathematics,physics",auditory,"weekend,evening,morning",both,24,50,intermediate,36,any
s0595,"spanish,philosophy,chemistry",reading,"weekend,afternoon",in_person,31,46,intermediate,43,female
s0596,"geography,music,economics,art",visual,"evening,morning",in_person,26,41,intermediate,32,
s0597,mathematics,reading,"afternoon,weekend,morning",both,20,39,intermediate,25,female
s0598,mathematics,visual,"evening,afternoon",online,23,35,advanced,17,female
s0599,"philosophy,economics",kinesthetic,"evening,weekend,afternoon",online,24,35,beginner,43,any
s0600,"literature,philosophy,art",auditory,"weekend,afternoon,morning",online,23,42,intermediate,44,female
s0601,english,visual,weekend,in_person,32,59,intermediate,27,male
s0602,"french,economics,english,geography",kinesthetic,morning,online,20,32,beginner,20,
s0603,"physics,english",kinesthetic,"weekend,morning,evening",online,17,39,beginner,33,male
s0604,"spanish,french,history",auditory,"weekend,afternoon,morning",in_person,34,57,advanced,19,male
s0605,"spanish,geography",auditory,"morning,afternoon",in_person,26,46,advanced,32,
s0606,"computer_science,mathematics,physics",kinesthetic,"afternoon,morning,weekend",both,35,53,beginner,33,male
s0607,"geography,french,history,mathematics",auditory,"morning,afternoon,evening",online,19,40,intermediate,27,
s0608,philosophy,visual,"evening,weekend,afternoon",online,19,38,intermediate,36,
s0609,economics,visual,evening,both,28,45,intermediate,43,
s0610,music,visual,"morning,evening",both,30,45,beginner,18,
s0611,"philosophy,mathematics,spanish,economics",kinesthetic,"weekend,evening",online,16,26,advanced,21,male
s0612,economics,visual,"weekend,afternoon",in_person,33,57,intermediate,37,any
s0613,"physics,biology",auditory,morning,in_person,25,46,beginner,36,any
s0614,"mathematics,english,geography",auditory,"morning,evening",in_person,22,46,advanced,27,any
s0615,"physics,chemistry,literature",kinesthetic,"evening,morning",online,25,35,advanced,43,female
s0616,"physics,geography,mathematics,history",auditory,afternoon,both,23,45,beginner,20,female
s0617,"biology,philosophy,mathematics",kinesthetic,morning,in_person,30,53,beginner,31,female
s0618,"spanish,physics,literature",reading,"morning,evening",in_person,23,49,advanced,26,any
s0619,"economics,mathematics,physics",reading,"weekend,morning",both,33,53,intermediate,36,female
s0620,biology,visual,morning,online,20,41,beginner,16,
s0621,"history,spanish,english,literature",auditory,"afternoon,weekend",in_person,30,53,advanced,30,
s0622,philosophy,auditory,"weekend,evening",both,29,47,beginner,17,
s0623,physics,kinesthetic,"morning,afternoon",both,32,53,intermediate,41,male
s0624,music,auditory,"weekend,morning,evening",both,22,52,intermediate,24,
s0625,"mathematics,literature",reading,weekend,in_person,29,54,advanced,39,
s0626,"art,computer_science",visual,"evening,morning",online,18,29,beginner,35,female
s0627,geography,kinesthetic,"evening,weekend",online,18,42,advanced,23,male
s0628,"chemistry,spanish",visual,"evening,afternoon,morning",both,28,43,beginner,37,female
s0629,"geography,spanish",auditory,evening,in_person,28,48,intermediate,33,
s0630,"english,philosophy,biology",visual,evening,in_person,35,53,advanced,34,male
s0631,"economics,chemistry,computer_science,physics",auditory,"evening,afternoon",in_person,32,53,intermediate,25,female
s0632,"french,spanish,computer_science",kinesthetic,evening,in_person,27,55,advanced,21,female
s0633,"music,mathematics,history",visual,weekend,both,32,54,intermediate,34,
s0634,"english,french,economics",reading,"evening,morning,afternoon",in_person,34,62,intermediate,33,any
s0635,"art,philosophy",reading,"weekend,evening",in_person,33,49,intermediate,18,male
s0636,"music,economics",reading,"morning,afternoon",in_person,34,60,intermediate,29,any
s0637,"literature,art",auditory,"morning,evening,afternoon",both,24,40,intermediate,27,female
s0638,"chemistry,geography,philosophy",kinesthetic,"morning,afternoon,evening",both,31,50,intermediate,29,female
s0639,computer_science,auditory,weekend,online,17,31,advanced,19,male
s0640,"spanish,music,chemistry,mathematics",visual,"evening,afternoon,weekend",online,19,42,intermediate,18,any
s0641,"computer_science,art,economics",auditory,afternoon,both,23,52,beginner,20,any
s0642,"english,music,physics",kinesthetic,"weekend,afternoon,evening",online,22,42,advanced,37,
s0643,geography,visual,"weekend,evening",in_person,22,42,advanced,43,any
s0644,spanish,reading,"morning,evening",in_person,28,58,beginner,24,female
s0645,"physics,geography,art",reading,"weekend,morning,afternoon",in_person,31,56,intermediate,35,any
s0646,"french,computer_science,physics",reading,weekend,both,31,54,beginner,26,any
s0647,french,auditory,"morning,weekend",online,19,38,beginner,22,
s0648,physics,auditory,"weekend,morning,evening",both,25,45,intermediate,19,any
s0649,"geography,french,literature",reading,weekend,both,34,60,intermediate,34,male
s0650,"biology,computer_science",kinesthetic,"afternoon,morning,evening",both,22,42,advanced,23,any
s0651,literature,visual,"morning,afternoon",in_person,27,51,beginner,36,
s0652,geography,visual,"afternoon,morning",online,15,33,advanced,37,female
s0653,geography,visual,afternoon,online,18,41,intermediate,21,any
s0654,"chemistry,geography,french",auditory,"afternoon,weekend,morning",both,28,57,intermediate,39,female
s0655,"french,economics",auditory,"afternoon,weekend,evening",in_person,26,56,intermediate,20,female
s0656,art,auditory,evening,both,24,41,beginner,24,
s0657,"mathematics,physics",visual,"evening,morning",online,20,38,advanced,29,male
s0658,"biology,spanish,literature,geography",kinesthetic,"evening,afternoon",online,25,41,beginner,40,female
s0659,"english,music",kinesthetic,evening,in_person,32,52,intermediate,28,
s0660,"chemistry,philosophy",kinesthetic,morning,both,34,56,intermediate,40,male
s0661,"philosophy,history,mathematics,computer_science",kinesthetic,weekend,both,32,55,intermediate,33,male
s0662,"geography,art,english",reading,"morning,weekend,afternoon",in_person,33,54,advanced,36,any
s0663,mathematics,kinesthetic,"afternoon,weekend",both,20,44,intermediate,41,
s0664,history,visual,"weekend,evening",online,23,40,beginner,17,
s0665,"philosophy,art",visual,"afternoon,morning,weekend",online,22,36,intermediate,45,male
s0666,"spanish,history,economics,music",kinesthetic,"afternoon,morning,evening",online,25,46,intermediate,30,male
s0667,"mathematics,art,philosophy",reading,"morning,weekend,evening",in_person,33,56,intermediate,41,
s0668,"music,physics",visual,"morning,weekend",online,15,31,intermediate,36,
s0669,"geography,music,physics",auditory,weekend,online,16,41,beginner,39,female
s0670,literature,auditory,evening,online,16,39,intermediate,27,any
s0671,"music,literature",visual,morning,in_person,29,50,advanced,39,any
s0672,"french,english,economics",kinesthetic,morning,both,32,49,beginner,36,male
s0673,"music,english,art",reading,"afternoon,weekend,evening",both,22,47,beginner,19,any
s0674,"physics,literature,mathematics",reading,weekend,in_person,34,57,advanced,28,female
s0675,"spanish,economics",visual,"afternoon,morning",in_person,22,47,advanced,30,any
s0676,"english,philosophy,computer_science,art",auditory,afternoon,in_person,30,46,beginner,23,female
s0677,"art,geography,spanish,french",auditory,"afternoon,morning,weekend",online,23,46,advanced,36,male
s0678,"physics,art,economics,geography",kinesthetic,weekend,in_person,28,50,intermediate,17,any
s0679,chemistry,reading,"afternoon,evening",both,23,42,beginner,45,male
s0680,"music,spanish,economics,english",reading,morning,online,25,46,intermediate,20,female
s0681,"music,literature",visual,morning,both,23,38,intermediate,35,female
s0682,"art,economics,geography,chemistry",visual,"evening,morning,afternoon",in_person,33,58,beginner,17,
s0683,"french,art,biology,literature",reading,"morning,afternoon,evening",online,20,38,advanced,21,
s0684,chemistry,kinesthetic,"morning,evening",online,17,41,beginner,38,female
s0685,"french,art,philosophy,spanish",auditory,"evening,weekend",online,19,33,beginner,40,
s0686,"french,mathematics",visual,morning,online,20,39,advanced,36,
s0687,mathematics,reading,weekend,both,32,52,advanced,35,
s0688,"history,biology,french,music",auditory,morning,online,22,44,intermediate,41,male
s0689,chemistry,kinesthetic,evening,both,28,51,beginner,20,female
s0690,"literature,philosophy,history",auditory,weekend,online,15,37,intermediate,42,any
